KeyParamGroup	KeyGroup	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	FlipAngle	HasFieldmap	ImageOrientation	KeyGroupCount	Modality	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	RepetitionTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3	FilePath
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11757/ses-20190322/anat/sub-11757_ses-20190322_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11756/ses-20190325/anat/sub-11756_ses-20190325_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11754/ses-20210823/anat/sub-11754_ses-20210823_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11754/ses-20190304/anat/sub-11754_ses-20190304_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11753/ses-20220826/anat/sub-11753_ses-20220826_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11753/ses-20201009/anat/sub-11753_ses-20201009_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11765/ses-20190816/anat/sub-11765_ses-20190816_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11765/ses-20221021/anat/sub-11765_ses-20221021_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11766/ses-20191025/anat/sub-11766_ses-20191025_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11767/ses-20190729/anat/sub-11767_ses-20190729_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11768/ses-20190913/anat/sub-11768_ses-20190913_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11769/ses-20190405/anat/sub-11769_ses-20190405_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11769/ses-20201102/anat/sub-11769_ses-20201102_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11769/ses-20220908/anat/sub-11769_ses-20220908_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11770/ses-20190722/anat/sub-11770_ses-20190722_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11770/ses-20210514/anat/sub-11770_ses-20210514_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11770/ses-20221208/anat/sub-11770_ses-20221208_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11772/ses-20190719/anat/sub-11772_ses-20190719_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11779/ses-20191028/anat/sub-11779_ses-20191028_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11779/ses-20211101/anat/sub-11779_ses-20211101_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11780/ses-20190805/anat/sub-11780_ses-20190805_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11781/ses-20190823/anat/sub-11781_ses-20190823_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11781/ses-20210614/anat/sub-11781_ses-20210614_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11753/ses-20190408/anat/sub-11753_ses-20190408_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11752/ses-20201016/anat/sub-11752_ses-20201016_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11752/ses-20190315/anat/sub-11752_ses-20190315_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11733/ses-20190104/anat/sub-11733_ses-20190104_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11724/ses-20220714/anat/sub-11724_ses-20220714_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11725/ses-20181214/anat/sub-11725_ses-20181214_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11725/ses-20211029/anat/sub-11725_ses-20211029_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11726/ses-20190111/anat/sub-11726_ses-20190111_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11727/ses-20181214/anat/sub-11727_ses-20181214_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11727/ses-20201008/anat/sub-11727_ses-20201008_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11727/ses-20230602/anat/sub-11727_ses-20230602_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11728/ses-20190114/anat/sub-11728_ses-20190114_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11728/ses-20210409/anat/sub-11728_ses-20210409_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11729/ses-20190125/anat/sub-11729_ses-20190125_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11731/ses-20190201/anat/sub-11731_ses-20190201_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11731/ses-20200828/anat/sub-11731_ses-20200828_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11732/ses-20190204/anat/sub-11732_ses-20190204_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11732/ses-20210619/anat/sub-11732_ses-20210619_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11734/ses-20190128/anat/sub-11734_ses-20190128_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11751/ses-20220618/anat/sub-11751_ses-20220618_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11734/ses-20201029/anat/sub-11734_ses-20201029_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11734/ses-20220610/anat/sub-11734_ses-20220610_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11735/ses-20190719/anat/sub-11735_ses-20190719_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11737/ses-20190510/anat/sub-11737_ses-20190510_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11738/ses-20190201/anat/sub-11738_ses-20190201_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11742/ses-20190412/anat/sub-11742_ses-20190412_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11742/ses-20220707/anat/sub-11742_ses-20220707_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11743/ses-20190802/anat/sub-11743_ses-20190802_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11747/ses-20190412/anat/sub-11747_ses-20190412_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11748/ses-20190401/anat/sub-11748_ses-20190401_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11750/ses-20190315/anat/sub-11750_ses-20190315_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11750/ses-20201023/anat/sub-11750_ses-20201023_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11751/ses-20190228/anat/sub-11751_ses-20190228_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11751/ses-20201105/anat/sub-11751_ses-20201105_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11781/ses-20221014/anat/sub-11781_ses-20221014_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11782/ses-20220811/anat/sub-11782_ses-20220811_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-10173/ses-20180802/anat/sub-10173_ses-20180802_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11815/ses-20230728/anat/sub-11815_ses-20230728_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11822/ses-20210218/anat/sub-11822_ses-20210218_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11819/ses-20220728/anat/sub-11819_ses-20220728_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11818/ses-20221117/anat/sub-11818_ses-20221117_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11818/ses-20220609/anat/sub-11818_ses-20220609_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11818/ses-20201030/anat/sub-11818_ses-20201030_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11816/ses-20200203/anat/sub-11816_ses-20200203_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11815/ses-20211211/anat/sub-11815_ses-20211211_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11784/ses-20190906/anat/sub-11784_ses-20190906_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11815/ses-20200214/anat/sub-11815_ses-20200214_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11813/ses-20230505/anat/sub-11813_ses-20230505_acq-UNIDENT1_T1w.nii.gz
acquisition-UNIDENT1_datatype-anat_suffix-T1w__1	acquisition-UNIDENT1_datatype-anat_suffix-T1w	1	273	184	210	192	0.00287		False	RAS+	2126	anat	0	1	False	4	0.75	6	False	1.0	1.0	1.0	/sub-11813/ses-20210625/anat/sub-11813_ses-20210625_acq-UNIDENT1_T1w.nii.gz
